bumpiness,grade,target
0.848695734414,0.588871288303,1.0
0.166311110604,0.523962543001,0.0
0.485641125451,0.395766696859,1.0
0.213747299199,0.310274561836,0.0
0.401040292549,0.339513281148,1.0
0.0586353999722,0.333068622493,0.0
0.378973118977,0.168132708046,0.0
0.98530884378,0.510483284542,1.0
0.265203058172,0.114026639839,0.0
0.784070601949,0.509952062323,1.0
0.455008367339,0.90592273158,1.0
0.42300748599,0.349375265472,1.0
0.95731764086,0.727379105674,1.0
0.995422689493,0.818948601525,1.0
0.555768323406,0.81503700575,1.0
0.718408275296,0.236268848947,1.0
0.154796825274,0.146444218278,0.0
0.296707825495,0.197271802824,0.0
0.968709364969,0.602398985273,1.0
0.579180290816,0.760215295547,1.0
0.542195201374,0.655509010519,1.0
0.747975560379,0.177146128947,0.0
0.0571652729075,0.772848089248,0.0
0.584177594459,0.494117025017,1.0
0.50285038292,0.754445825247,1.0
0.852719892048,0.759877149608,1.0
0.157432727939,0.448905256995,0.0
0.960778903274,0.924154258386,1.0
0.0801114652406,0.564491783403,0.0
0.185824960981,0.635298319061,0.0
0.59503510645,0.624521779442,1.0
0.675212553604,0.864246874831,1.0
0.235203895001,0.6272174069,0.0
0.119886613947,0.150957401393,0.0
0.890287314129,0.0682862584958,1.0
0.246215347789,0.442208063836,0.0
0.594519153533,0.302820435139,0.0
0.619381510332,0.274673667486,1.0
0.419224915336,0.0561721202131,0.0
0.583672289291,0.50733688529,1.0
0.522782715532,0.310407850606,1.0
0.934706257736,0.451913863701,1.0
0.204259199424,0.056890050834,0.0
0.716191800789,0.831696631663,1.0
0.238685952616,0.0767310011735,0.0
0.395785846791,0.864250033925,1.0
0.67169022296,0.855293371456,1.0
0.299997079799,0.615008388416,1.0
0.316177196272,0.507067817334,1.0
0.751864492414,0.462711658927,1.0
0.0725431144932,0.554316371338,0.0
0.458285522619,0.791817797265,1.0
0.998454440854,0.895876765557,1.0
0.996096447855,0.449733703651,1.0
0.0732607210996,0.809815917698,1.0
0.213154312267,0.651837454649,0.0
0.26520041475,0.32152676288,0.0
0.933259377994,0.475629027943,1.0
0.880864173686,0.150861076696,1.0
0.879270242485,0.0618737001011,1.0
0.369527088739,0.10350187727,0.0
0.157746832357,0.899126833956,1.0
0.83374495464,0.343437775838,1.0
0.703539925087,0.714315549167,1.0
0.611677765726,0.504549001501,1.0
0.987233063632,0.172558911436,1.0
0.653976317711,0.247743723598,1.0
0.00782310715216,0.437758274309,0.0
0.817104135115,0.439421791763,1.0
0.2993787522,0.522748035266,1.0
0.663388714966,0.158746207982,0.0
0.938930003927,0.372851982101,1.0
0.134291114393,0.282893578614,0.0
0.115428670419,0.408769397247,0.0
0.107035977709,0.338367146841,0.0
0.553223640885,0.597885862383,1.0
0.272348212315,0.789226931564,1.0
0.60482982703,0.647305356969,1.0
0.717612187139,0.0659118542797,0.0
0.203597312327,0.0945059475151,0.0
0.634237958885,0.67837934484,1.0
0.26398390163,0.284146973878,0.0
0.488531852149,0.723733655002,1.0
0.905336491079,0.65656408641,1.0
0.846103713295,0.906342697164,1.0
0.0922984677127,0.873279662061,1.0
0.423575772564,0.333362036061,1.0
0.276680223972,0.582739514586,1.0
0.00354568908778,0.141428380584,0.0
0.77111922302,0.349820787536,1.0
0.637113377301,0.967696507693,1.0
0.261955262434,0.698479962812,1.0
0.741230908348,0.391957984335,1.0
0.551680421126,0.595041228152,1.0
0.427686918981,0.938002199566,1.0
0.00966969960834,0.309581887416,0.0
0.0752438600738,0.376679306056,0.0
0.8831063933,0.791661957864,1.0
0.90392857156,0.813184783815,1.0
0.545590289206,0.670116399995,1.0
0.834595019886,0.828958972894,1.0
0.58250956649,0.738774672129,1.0
0.148093785567,0.685414440278,0.0
0.127445519282,0.526393339734,0.0
0.30825834993,0.646024820733,1.0
0.898981488743,0.423406366322,1.0
0.796122304888,0.361828096347,1.0
0.860702582001,0.362597668982,1.0
0.898924636526,0.180262922877,1.0
0.21007653834,0.214192661209,0.0
0.249529739223,0.947668267534,1.0
0.102793621672,0.486270920873,0.0
0.780116241871,0.226543046534,1.0
0.884134701451,0.137565353177,1.0
0.406377389832,0.0771650843009,0.0
0.620661510151,0.844428388686,1.0
0.154553338332,0.101140763668,0.0
0.929881015694,0.770874720363,1.0
0.86460569622,0.835119826635,1.0
0.976206032931,0.883682165493,1.0
0.81077171994,0.0377474923576,1.0
0.881416204663,0.336764371964,1.0
0.0247863618982,0.766307604447,0.0
0.736564471755,0.13104904143,0.0
0.332185467946,0.376719870823,0.0
0.930815886048,0.162247212088,1.0
0.802235138937,0.831345056689,1.0
0.864064028375,0.771097813731,1.0
0.810749316574,0.809043719639,1.0
0.266805709594,0.165539165744,0.0
0.787374509135,0.437673405138,1.0
0.108095626403,0.410858611497,0.0
0.872166782906,0.676362922189,1.0
0.858593251338,0.237530201447,1.0
0.222433717546,0.444198709805,0.0
0.816586605597,0.284927932563,1.0
0.460303234679,0.748536518095,1.0
0.305190867339,0.448927963033,0.0
0.795345499153,0.534011149698,1.0
0.227595487408,0.309467896563,0.0
0.0236644347015,0.808623871091,1.0
0.193129788328,0.469015605032,0.0
0.328261951198,0.835113392726,1.0
0.86435294203,0.367840958225,1.0
0.966889104048,0.947130170244,1.0
0.279124992722,0.984439793532,1.0
0.641481738608,0.461679978441,1.0
0.39967838436,0.281771732704,0.0
0.981149687198,0.381872434191,1.0
0.536215732479,0.527459788461,1.0
0.939237140325,0.966268153206,1.0
0.115341751851,0.816891239581,1.0
0.970400611022,0.801259224152,1.0
0.178567816172,0.138398534603,0.0
0.962534315762,0.250003211589,1.0
0.265466362523,0.641179036204,1.0
0.108402547215,0.874116945052,1.0
0.434563758565,0.554540745424,1.0
0.728545060653,0.102589731748,0.0
0.313677314195,0.845892276733,1.0
0.606208853306,0.851166048085,1.0
0.511423059669,0.285063014059,0.0
0.385195433345,0.763116830292,1.0
0.576588043497,0.272791299591,0.0
0.254722506139,0.905306208978,1.0
0.708785283834,0.147348655992,0.0
0.00169127821863,0.437472560195,0.0
0.925575165499,0.946413263012,1.0
0.538451997093,0.222038006907,0.0
0.719429999145,0.451127990221,1.0
0.741950077839,0.349585078139,1.0
0.670628504433,0.0266701908029,0.0
0.364221471781,0.0532568871711,0.0
0.0699738111263,0.502007114693,0.0
0.664237684911,0.235778073863,1.0
0.330200036043,0.994525351238,1.0
0.313915645058,0.374912673418,0.0
0.848015279506,0.0281875455282,1.0
0.719754263014,0.93082590475,1.0
0.300322268211,0.839176287612,1.0
0.309284662209,0.649960684294,1.0
0.408392908619,0.791380637482,1.0
0.402400387058,0.137599587726,0.0
0.295655202526,0.286879397313,0.0
0.127287799059,0.829761583153,1.0
0.420446333773,0.696071988576,1.0
0.94036367073,0.138792691818,1.0
0.677317945273,0.705536175289,1.0
0.902805545733,0.448601473982,1.0
0.615514915951,0.00525119830562,0.0
0.300949874566,0.0792257712707,0.0
0.547937213136,0.255923928437,1.0
0.000405939697288,0.834963099282,1.0
0.286913716869,0.548804245444,1.0
0.42988814999,0.727234785325,1.0
0.579984781196,0.527771505887,1.0
0.654705623703,0.111186860324,0.0
0.464988190247,0.288101578039,0.0
0.442159799305,0.301151194586,1.0
0.213701400989,0.0477494466189,0.0
0.473186185909,0.419825543753,1.0
0.901180825828,0.793899108639,1.0
0.796024760127,0.457113616636,1.0
0.169691396198,0.11085789529,0.0
0.0847955367251,0.905146885662,1.0
0.515452009915,0.596739042819,1.0
0.632940855766,0.0164353522059,0.0
0.33518825541,0.515375730209,1.0
0.818423464537,0.241938134421,1.0
0.751138137541,0.143576840246,0.0
0.672795670557,0.429238893103,1.0
0.224640665997,0.614809582776,0.0
0.199129932727,0.240564238807,0.0
0.0244253877268,0.416567595209,0.0
0.244842544078,0.664371301742,1.0
0.475136344219,0.0856139549873,0.0
0.849737694625,0.974654490952,1.0
0.0728282291846,0.0676793229088,0.0
0.414441010998,0.526059445322,1.0
0.629765380738,0.50732769658,1.0
0.19443523674,0.988331485596,1.0
0.696354250491,0.554151952418,1.0
0.49437716901,0.39045373256,0.0
0.243984439578,0.470135078158,0.0
0.656058011112,0.635670791469,1.0
0.00554481813803,0.981039422552,1.0
0.750964476618,0.253650261069,1.0
0.770046188574,0.0162422311089,0.0
0.106587296564,0.78852001628,0.0
0.425146193943,0.344802493163,0.0
0.175886681707,0.732941021451,0.0
0.95796604228,0.628256962476,1.0
0.517957750444,0.77150137411,1.0
0.0502183851406,0.735186984812,0.0
0.24919827966,0.332518608372,0.0
0.848336347352,0.0443356882952,1.0
0.45646182547,0.546013745208,1.0
0.801416601722,0.813508865556,1.0
0.667577732586,0.175089127052,0.0
0.987892453066,0.779142593478,1.0
0.595452318469,0.464622899747,1.0
0.950039608443,0.695389251996,1.0
0.89142592581,0.631735847758,1.0
0.612652322762,0.811497681848,1.0
0.719273961276,0.0631005370322,0.0
0.504778164824,0.776190399703,1.0
0.830569169721,0.457679577447,1.0
0.547871950611,0.293442571175,1.0
0.897208103233,0.0438062756591,1.0
0.74365544216,0.199469833715,0.0
0.474674436823,0.0419059419304,0.0
0.259191548465,0.93337097995,1.0
0.24723973751,0.515383589254,0.0
0.637661436776,0.989122702296,1.0
0.765813684297,0.543030697654,1.0
0.521299812828,0.253313765203,0.0
0.626748436982,0.753290918819,1.0
0.274597446918,0.191103430734,0.0
0.0774833538647,0.356974176035,0.0
0.285728150863,0.780841566978,1.0
0.271715107082,0.865798277078,1.0
0.319709568419,0.331924686381,0.0
0.540152222518,0.124475008244,0.0
0.138374061516,0.368019174315,0.0
0.231261479728,0.889486517012,1.0
0.693949812299,0.74330770552,1.0
0.706419141695,0.894637494955,1.0
0.0642288507139,0.386644768261,0.0
0.407599369667,0.973723584315,1.0
0.542611140504,0.496203226537,1.0
0.415774234103,0.497523392494,1.0
0.206834389514,0.924310466627,1.0
0.420143517773,0.519275853535,1.0
0.90483847834,0.801148087402,1.0
0.584079414204,0.727081324343,1.0
0.695522986498,0.0789270060555,0.0
0.856732032304,0.60245329883,1.0
0.765594576118,0.82234127954,1.0
0.380381028928,0.545474397345,1.0
0.00589608358399,0.321211428215,0.0
0.351758802672,0.080068911075,0.0
0.753475125059,0.660919221458,1.0
0.853447950569,0.306495856091,1.0
0.95343033847,0.602621627731,1.0
0.41902128263,0.426116072883,1.0
0.747515668978,0.689764808445,1.0
0.546132309734,0.351546983772,1.0
0.603252588941,0.0423551628501,0.0
0.220538694324,0.870037175056,1.0
0.219421634621,0.352559310308,0.0
0.435835976047,0.998150597773,1.0
0.0290248199467,0.274555360075,0.0
0.336129543698,0.980027279194,1.0
0.679141885028,0.947904378603,1.0
0.404316669138,0.0750411649882,0.0
0.165044731204,0.637512537883,0.0
0.467390149232,0.363311130651,1.0
0.127627797281,0.801095975562,1.0
0.622256960974,0.679410607815,1.0
0.0269664519051,0.95278939628,1.0
0.39402025634,0.142779468363,0.0
0.564391983025,0.607572903321,1.0
0.0271020463403,0.781311969743,0.0
0.642749648009,0.0347989657985,0.0
0.135699487231,0.0672333630621,0.0
0.461698444052,0.778515373507,1.0
0.0502846334886,0.366328473107,0.0
0.379103864188,0.382854401689,0.0
0.211660284211,0.567244641724,0.0
0.326845804881,0.605094828855,1.0
0.761229707894,0.679062056913,1.0
0.379126215564,0.948823529266,1.0
0.752009823555,0.372013378471,1.0
0.831924285155,0.763084471799,1.0
0.252271531782,0.573921778334,0.0
0.0819062327616,0.529459881536,0.0
0.01938328705,0.398034045952,0.0
0.539419047923,0.649560736706,1.0
0.999907828509,0.249611653093,1.0
0.34996034372,0.113448612585,0.0
0.65014409325,0.735674859479,1.0
0.781233049611,0.499043960256,1.0
0.651754655244,0.386987380039,1.0
0.75423320406,0.56167271076,1.0
0.949611732716,0.261776676587,1.0
0.199360682363,0.26028977114,0.0
0.0203800173203,0.446273112406,0.0
0.152382345785,0.996365112155,1.0
0.126220974874,0.285576877698,0.0
0.66945884462,0.916478909542,1.0
0.56396958193,0.491200195254,1.0
0.217964540907,0.122637421904,0.0
0.699464971246,0.852826290384,1.0
0.766898098356,0.452042685245,1.0
0.167789143368,0.898679030786,1.0
0.607247493891,0.445111192742,1.0
0.747925651955,0.0877907411047,0.0
0.114532871379,0.681929260251,0.0
0.819301174311,0.845521218975,1.0
0.964720773034,0.3195877721,1.0
0.108098749658,0.347425294739,0.0
0.0256784254975,0.0649390783161,0.0
0.311957244395,0.542171361226,1.0
0.67734728685,0.891331682354,1.0
0.958172838206,0.851362050753,1.0
0.396654441517,0.711809104007,1.0
0.715014705049,0.927324456723,1.0
0.0759964778431,0.637700022564,0.0
0.690614415933,0.793696383845,1.0
0.627242395601,0.508755745174,1.0
0.101901305446,0.121362455078,0.0
0.772480884951,0.200980371178,0.0
0.850293239089,0.138876872038,1.0
0.600411614817,0.790373060808,1.0
0.121055065067,0.0262840268083,0.0
0.983844351515,0.55402143726,1.0
0.782635346361,0.368911165501,1.0
0.347203765308,0.803661726289,1.0
0.428378013235,0.551646933926,1.0
0.370570876218,0.611948362621,1.0
0.505960789677,0.0862154816519,0.0
0.341231174861,0.309290717528,0.0
0.849575627,0.999595043934,1.0
0.82233091809,0.718869659891,1.0
0.105538870644,0.52569565483,0.0
0.960787567215,0.769164550375,1.0
0.635585106101,0.823339399508,1.0
0.828707311002,0.0737507129112,1.0
0.707308643706,0.972379731514,1.0
0.435487145008,0.642338589386,1.0
0.733795304013,0.449974495663,1.0
0.965473731238,0.68010899065,1.0
0.270082396387,0.344514780703,0.0
0.808199218807,0.87796015165,1.0
0.538172906448,0.780262928838,1.0
0.483497503883,0.639793929367,1.0
0.435574493004,0.181963136552,0.0
0.731026214305,0.966264613934,1.0
0.268395538049,0.432618286482,0.0
0.851713160019,0.910712270947,1.0
0.830731018891,0.0554128500178,1.0
0.0866628980557,0.124161120639,0.0
0.881631184003,0.15301546681,1.0
0.243863439191,0.16465707989,0.0
0.464708466603,0.322660751155,1.0
0.610331704231,0.709332132529,1.0
0.378989304128,0.346023082342,0.0
0.0286999977701,0.940904054932,1.0
0.850952836312,0.894925916821,1.0
0.181839857158,0.845933706156,1.0
0.21211985018,0.250605308982,0.0
0.797832356828,0.635057091388,1.0
0.340338843164,0.550841415483,1.0
0.880319979758,0.125170295127,1.0
0.701183750332,0.302824606109,1.0
0.276268575756,0.533478029768,0.0
0.0101511144387,0.502573144741,0.0
0.948062577777,0.168635901748,1.0
0.085612961958,0.941606987869,1.0
0.720074664104,0.15419426688,1.0
0.488577846849,0.658732873384,1.0
0.758164653482,0.720632768437,1.0
0.690609339447,0.605138907862,1.0
0.645902899741,0.842530004113,1.0
0.490821335079,0.563618034431,1.0
0.792932868132,0.825236267327,1.0
0.0930533505547,0.0283734878989,0.0
0.221596400473,0.0454618032913,0.0
0.691787155295,0.641453733824,1.0
0.30620603013,0.576771231477,1.0
0.581555585332,0.651129977486,1.0
0.47326048876,0.766959000916,1.0
0.530921931146,0.416586783663,1.0
0.425503812705,0.638991192209,1.0
0.745935436714,0.498038060136,1.0
0.330791297196,0.627164010298,1.0
0.702854942186,0.289671656802,1.0
0.270916426976,0.956650169954,1.0
0.251403676201,0.482944818175,1.0
0.120655884752,0.804688154216,1.0
0.192584293452,0.684990841196,0.0
0.119554741255,0.29743387143,0.0
0.535863965384,0.0729730255053,0.0
0.762189609484,0.0599130329347,0.0
0.185149842438,0.43960549992,0.0
0.216384639879,0.484251130107,1.0
0.484198587213,0.204023013563,0.0
0.724585001093,0.606660262821,1.0
0.976607022883,0.312582499247,1.0
0.524636869109,0.718362885112,1.0
0.282998703275,0.734199754805,1.0
0.100526108091,0.860777365754,1.0
0.194117578091,0.975374127915,1.0
0.227483163483,0.130766151552,0.0
0.179441543685,0.37054019805,0.0
0.0141483672561,0.561651215748,0.0
0.534135089268,0.319115886403,0.0
0.274311326783,0.466472567041,0.0
0.974294931103,0.267471674454,1.0
0.553358966799,0.247918882526,0.0
0.69741739291,0.0968116525606,0.0
0.126279492958,0.29021200497,0.0
0.868461197263,0.384149833502,1.0
0.490878694524,0.615377444164,1.0
0.872719734999,0.248270280381,1.0
0.574064219626,0.865307501721,1.0
0.469396944931,0.15969966213,0.0
0.440468798136,0.327435820801,0.0
0.18436367039,0.577687037894,0.0
0.0513767171836,0.312714920862,0.0
0.941063596768,0.763121375139,1.0
0.477729187266,0.49826554206,1.0
0.822115645299,0.514724839231,1.0
0.400707442252,0.498759708398,1.0
0.0740821702556,0.308540482054,0.0
0.629445706952,0.0231762982164,0.0
0.0536090742925,0.945232804069,1.0
0.149197584474,0.505444463024,0.0
0.562839597085,0.966686630552,1.0
0.303835511842,0.215144422526,0.0
0.99391812271,0.352895088856,1.0
0.118451562211,0.0505404046279,0.0
0.764443445326,0.494894203525,1.0
0.606317651243,0.882339476368,1.0
0.790740829843,0.65426003689,1.0
0.225687137065,0.470586853368,0.0
0.52257253513,0.536690749289,1.0
0.450514464889,0.847172365393,1.0
0.442721004019,0.430927769348,1.0
0.860166665826,0.882455730919,1.0
0.990031260467,0.727508063359,1.0
0.305380244319,0.763856764162,1.0
0.621027321072,0.365937352518,1.0
0.609630912245,0.400581621015,1.0
0.740089305485,0.570281643881,1.0
0.947590200325,0.194655301888,1.0
0.207787905824,0.553222926621,0.0
0.211025195305,0.0735317497428,0.0
0.660428137192,0.504255529123,1.0
0.157057093381,0.764404114707,0.0
0.173813548326,0.279720677624,0.0
0.0750648689012,0.989090700621,1.0
0.00267572260289,0.680398640119,0.0
0.450503704618,0.118811019724,0.0
0.59381119512,0.975082815414,1.0
0.291259289031,0.393903712729,0.0
0.231476234556,0.794897228381,1.0
0.706955829879,0.339085299953,1.0
0.702987558094,0.938948566955,1.0
0.454031326407,0.754965172293,1.0
0.687384920071,0.199057881552,0.0
0.923911044483,0.509122516225,1.0
0.787828026647,0.500077903571,1.0
0.625058007164,0.0453033524671,0.0
0.661183042853,0.137036373568,0.0
0.933668458446,0.333040705353,1.0
0.425138966104,0.473744150395,1.0
0.544562378711,0.456988559283,1.0
0.647634723402,0.606260522404,1.0
0.908411445213,0.515505732147,1.0
0.82663115965,0.327965847637,1.0
0.0714098368558,0.613068121065,0.0
0.165922789221,0.162502045877,0.0
0.307611812614,0.990615737561,1.0
0.74895772207,0.739319360574,1.0
0.569207049319,0.299234342528,0.0
0.288610588306,0.336373452152,0.0
0.124353658175,0.828289385957,1.0
0.688677991212,0.532339829876,1.0
0.699733684976,0.708739806435,1.0
0.942676240744,0.299790564737,1.0
0.500472177118,0.815748833244,1.0
0.493795219345,0.368357809866,1.0
0.0804418518993,0.673806392473,0.0
0.0398607841836,0.979898031179,1.0
0.432028664161,0.583702141849,1.0
0.322321583358,0.79675481393,1.0
0.250367902412,0.725324212552,1.0
0.091326886631,0.688043651203,0.0
0.961911102193,0.0266471549638,1.0
0.835958613906,0.474590214085,1.0
0.57519910922,0.967070696172,1.0
0.950786277806,0.782903991431,1.0
0.999572416877,0.776162025172,1.0
0.672281584303,0.577634395864,1.0
0.269511025967,0.721400112296,1.0
0.0402316731446,0.583523277048,0.0
0.756268830413,0.170512061747,0.0
0.470500823252,0.629025241145,1.0
0.651509489434,0.619735805501,1.0
0.916072787927,0.841167124958,1.0
0.181489147223,0.1477757083,0.0
0.585329625278,0.680726895051,1.0
0.634784719454,0.0315705133421,0.0
0.491725802191,0.948205170784,1.0
0.0912424062938,0.109895521334,0.0
0.347961056295,0.0189373675066,0.0
0.333308393665,0.313692483446,0.0
0.670133509521,0.151431258119,0.0
0.8577330944,0.690500260919,1.0
0.329803663579,0.410377409323,0.0
0.693673673983,0.774972301807,1.0
0.288217795361,0.920520949897,1.0
0.945193539563,0.872817708912,1.0
0.813566034738,0.735837271269,1.0
0.550096608972,0.0622812860144,0.0
0.454825908602,0.138082485785,0.0
0.31451715717,0.207341704971,0.0
0.323273786276,0.325049534426,0.0
0.970184726809,0.662226799714,1.0
0.404175057001,0.5254771514,1.0
0.514596252329,0.313752598738,1.0
0.988119214782,0.173182423857,1.0
0.657660386483,0.912124160924,1.0
0.542593594357,0.342327017682,1.0
0.413247570799,0.354286988645,1.0
0.187582541395,0.771989784149,1.0
0.361779359152,0.720924561327,1.0
0.756443154056,0.643309099999,1.0
0.625408742145,0.69331331003,1.0
0.759990536061,0.610076580079,1.0
0.20355823835,0.192264169137,0.0
0.549219639085,0.246519135527,1.0
0.927672760844,0.558086650807,1.0
0.438116095072,0.224867037993,0.0
0.698250029122,0.972910627591,1.0
